filename,fps,t-start,t-end,action-label,temporal-region-label,video-duration
H2_C5_N27_S263_s05_T4,15.0,6.8667,7.9333,untouch,Foreground,20.0
H2_C5_N27_S263_s05_T4,15.0,11.4,12.4667,touch,Foreground,20.0
H2_C5_N27_S263_s05_T4,15.0,16.5333,17.6,untouch,Foreground,20.0
H2_C5_N27_S263_s05_T4,15.0,0.0,2.8,,Background,20.0
H2_C5_N27_S263_s05_T4,15.0,3.8667,6.8667,,Background,20.0
H2_C5_N27_S263_s05_T4,15.0,7.9333,11.4,,Background,20.0
H2_C5_N27_S263_s05_T4,15.0,12.4667,16.5333,,Background,20.0
H2_C5_N27_S263_s05_T4,15.0,17.6,20.0,,Background,20.0
H2_C5_N28_S263_s05_T4,15.0,3.1333,4.2,touch,Foreground,20.0
H2_C5_N28_S263_s05_T4,15.0,6.2667,7.3333,untouch,Foreground,20.0
H2_C5_N28_S263_s05_T4,15.0,11.1333,12.2,touch,Foreground,20.0
H2_C5_N28_S263_s05_T4,15.0,15.7333,16.8,untouch,Foreground,20.0
H2_C5_N28_S263_s05_T4,15.0,0.0,3.1333,,Background,20.0
H2_C5_N28_S263_s05_T4,15.0,4.2,6.2667,,Background,20.0
H2_C5_N28_S263_s05_T4,15.0,7.3333,11.1333,,Background,20.0
H2_C5_N28_S263_s05_T4,15.0,12.2,15.7333,,Background,20.0
H2_C5_N28_S263_s05_T4,15.0,16.8,20.0,,Background,20.0
H2_C5_N29_S263_s05_T4,15.0,3.3333,4.4,touch,Foreground,20.0
H2_C5_N29_S263_s05_T4,15.0,7.5333,8.6,untouch,Foreground,20.0
H2_C5_N29_S263_s05_T4,15.0,12.1333,13.2,touch,Foreground,20.0
H2_C5_N29_S263_s05_T4,15.0,17.0667,18.1333,untouch,Foreground,20.0
H2_C5_N29_S263_s05_T4,15.0,0.0,3.3333,,Background,20.0
H2_C5_N29_S263_s05_T4,15.0,4.4,7.5333,,Background,20.0
H2_C5_N29_S263_s05_T4,15.0,8.6,12.1333,,Background,20.0
H2_C5_N29_S263_s05_T4,15.0,13.2,17.0667,,Background,20.0
H2_C5_N29_S263_s05_T4,15.0,18.1333,20.0,,Background,20.0
H2_C5_N30_S263_s05_T4,15.0,2.8667,3.9333,touch,Foreground,20.0
H2_C5_N30_S263_s05_T4,15.0,6.8,7.8667,untouch,Foreground,20.0
H2_C5_N30_S263_s05_T4,15.0,11.7333,12.8,touch,Foreground,20.0
H2_C5_N30_S263_s05_T4,15.0,16.9333,18.0,untouch,Foreground,20.0
H2_C5_N30_S263_s05_T4,15.0,0.0,2.8667,,Background,20.0
H2_C5_N30_S263_s05_T4,15.0,3.9333,6.8,,Background,20.0
H2_C5_N30_S263_s05_T4,15.0,7.8667,11.7333,,Background,20.0
H2_C5_N30_S263_s05_T4,15.0,12.8,16.9333,,Background,20.0
H2_C5_N30_S263_s05_T4,15.0,18.0,20.0,,Background,20.0
H2_C5_N31_S265_s01_T4,15.0,2.9333,4.0,touch,Foreground,20.0
H2_C5_N31_S265_s01_T4,15.0,6.7333,7.8,untouch,Foreground,20.0
H2_C5_N31_S265_s01_T4,15.0,11.3333,12.4,touch,Foreground,20.0
H2_C5_N31_S265_s01_T4,15.0,16.7333,17.8,untouch,Foreground,20.0
H2_C5_N31_S265_s01_T4,15.0,0.0,2.9333,,Background,20.0
H2_C5_N31_S265_s01_T4,15.0,4.0,6.7333,,Background,20.0
H2_C5_N31_S265_s01_T4,15.0,7.8,11.3333,,Background,20.0
H2_C5_N31_S265_s01_T4,15.0,12.4,16.7333,,Background,20.0
H2_C5_N31_S265_s01_T4,15.0,17.8,20.0,,Background,20.0
H2_C5_N32_S265_s01_T4,15.0,3.0,4.0667,touch,Foreground,20.0
H2_C5_N32_S265_s01_T4,15.0,6.7333,7.8,untouch,Foreground,20.0
H2_C5_N32_S265_s01_T4,15.0,11.3333,12.4,touch,Foreground,20.0
H2_C5_N32_S265_s01_T4,15.0,15.8667,16.9333,untouch,Foreground,20.0
H2_C5_N32_S265_s01_T4,15.0,0.0,3.0,,Background,20.0
H2_C5_N32_S265_s01_T4,15.0,4.0667,6.7333,,Background,20.0
H2_C5_N32_S265_s01_T4,15.0,7.8,11.3333,,Background,20.0
H2_C5_N32_S265_s01_T4,15.0,12.4,15.8667,,Background,20.0
H2_C5_N32_S265_s01_T4,15.0,16.9333,20.0,,Background,20.0
H2_C5_N33_S265_s01_T4,15.0,2.6,3.6667,touch,Foreground,20.0
H2_C5_N33_S265_s01_T4,15.0,5.9333,7.0,untouch,Foreground,20.0
H2_C5_N33_S265_s01_T4,15.0,11.1333,12.2,touch,Foreground,20.0
H2_C5_N33_S265_s01_T4,15.0,16.4667,17.5333,untouch,Foreground,20.0
H2_C5_N33_S265_s01_T4,15.0,0.0,2.6,,Background,20.0
H2_C5_N33_S265_s01_T4,15.0,3.6667,5.9333,,Background,20.0
H2_C5_N33_S265_s01_T4,15.0,7.0,11.1333,,Background,20.0
H2_C5_N33_S265_s01_T4,15.0,12.2,16.4667,,Background,20.0
H2_C5_N33_S265_s01_T4,15.0,17.5333,20.0,,Background,20.0
H2_C5_N34_S265_s01_T4,15.0,2.8667,3.9333,touch,Foreground,20.0
H2_C5_N34_S265_s01_T4,15.0,6.2667,7.3333,untouch,Foreground,20.0
H2_C5_N34_S265_s01_T4,15.0,10.5333,11.6,touch,Foreground,20.0
H2_C5_N34_S265_s01_T4,15.0,15.6,16.6667,untouch,Foreground,20.0
H2_C5_N34_S265_s01_T4,15.0,0.0,2.8667,,Background,20.0
H2_C5_N34_S265_s01_T4,15.0,3.9333,6.2667,,Background,20.0
H2_C5_N34_S265_s01_T4,15.0,7.3333,10.5333,,Background,20.0
H2_C5_N34_S265_s01_T4,15.0,11.6,15.6,,Background,20.0
H2_C5_N34_S265_s01_T4,15.0,16.6667,20.0,,Background,20.0
H2_C5_N35_S265_s02_T4,15.0,2.5333,3.6,touch,Foreground,20.0
H2_C5_N35_S265_s02_T4,15.0,6.6,7.6667,untouch,Foreground,20.0
H2_C5_N35_S265_s02_T4,15.0,10.8,11.8667,touch,Foreground,20.0
H2_C5_N35_S265_s02_T4,15.0,15.4667,16.5333,untouch,Foreground,20.0
H2_C5_N35_S265_s02_T4,15.0,0.0,2.5333,,Background,20.0
H2_C5_N35_S265_s02_T4,15.0,3.6,6.6,,Background,20.0
H2_C5_N35_S265_s02_T4,15.0,7.6667,10.8,,Background,20.0
H2_C5_N35_S265_s02_T4,15.0,11.8667,15.4667,,Background,20.0
H2_C5_N35_S265_s02_T4,15.0,16.5333,20.0,,Background,20.0
H2_C5_N36_S265_s02_T4,15.0,3.2667,4.3333,touch,Foreground,20.0
H2_C5_N36_S265_s02_T4,15.0,7.0,8.0667,untouch,Foreground,20.0
H2_C5_N36_S265_s02_T4,15.0,12.2,13.2667,touch,Foreground,20.0
H2_C5_N36_S265_s02_T4,15.0,17.7333,18.8,untouch,Foreground,20.0
H2_C5_N36_S265_s02_T4,15.0,0.0,3.2667,,Background,20.0
H2_C5_N36_S265_s02_T4,15.0,4.3333,7.0,,Background,20.0
H2_C5_N36_S265_s02_T4,15.0,8.0667,12.2,,Background,20.0
H2_C5_N36_S265_s02_T4,15.0,13.2667,17.7333,,Background,20.0
H2_C5_N36_S265_s02_T4,15.0,18.8,20.0,,Background,20.0
H2_C5_N37_S265_s02_T4,15.0,3.0667,4.1333,touch,Foreground,20.0
H2_C5_N37_S265_s02_T4,15.0,7.2,8.2667,untouch,Foreground,20.0
H2_C5_N37_S265_s02_T4,15.0,11.8,12.8667,touch,Foreground,20.0
H2_C5_N37_S265_s02_T4,15.0,16.6667,17.7333,untouch,Foreground,20.0
H2_C5_N37_S265_s02_T4,15.0,0.0,3.0667,,Background,20.0
H2_C5_N37_S265_s02_T4,15.0,4.1333,7.2,,Background,20.0
H2_C5_N37_S265_s02_T4,15.0,8.2667,11.8,,Background,20.0
H2_C5_N37_S265_s02_T4,15.0,12.8667,16.6667,,Background,20.0
H2_C5_N37_S265_s02_T4,15.0,17.7333,20.0,,Background,20.0
H2_C5_N38_S265_s02_T4,15.0,2.8,3.8667,touch,Foreground,20.0
H2_C5_N38_S265_s02_T4,15.0,6.6,7.6667,untouch,Foreground,20.0
H2_C5_N38_S265_s02_T4,15.0,11.2,12.2667,touch,Foreground,20.0
H2_C5_N38_S265_s02_T4,15.0,16.0,17.0667,untouch,Foreground,20.0
H2_C5_N38_S265_s02_T4,15.0,0.0,2.8,,Background,20.0
H2_C5_N38_S265_s02_T4,15.0,3.8667,6.6,,Background,20.0
H2_C5_N38_S265_s02_T4,15.0,7.6667,11.2,,Background,20.0
H2_C5_N38_S265_s02_T4,15.0,12.2667,16.0,,Background,20.0
H2_C5_N38_S265_s02_T4,15.0,17.0667,20.0,,Background,20.0
H2_C5_N39_S265_s03_T4,15.0,2.6667,3.7333,touch,Foreground,20.0
H2_C5_N39_S265_s03_T4,15.0,6.2667,7.3333,untouch,Foreground,20.0
H2_C5_N39_S265_s03_T4,15.0,11.5333,12.6,touch,Foreground,20.0
H2_C5_N39_S265_s03_T4,15.0,16.6,17.6667,untouch,Foreground,20.0
H2_C5_N39_S265_s03_T4,15.0,0.0,2.6667,,Background,20.0
H2_C5_N39_S265_s03_T4,15.0,3.7333,6.2667,,Background,20.0
H2_C5_N39_S265_s03_T4,15.0,7.3333,11.5333,,Background,20.0
H2_C5_N39_S265_s03_T4,15.0,12.6,16.6,,Background,20.0
H2_C5_N39_S265_s03_T4,15.0,17.6667,20.0,,Background,20.0
H2_C5_N40_S265_s03_T4,15.0,3.0667,4.1333,touch,Foreground,20.0
H2_C5_N40_S265_s03_T4,15.0,6.9333,8.0,untouch,Foreground,20.0
H2_C5_N40_S265_s03_T4,15.0,11.8,12.8667,touch,Foreground,20.0
H2_C5_N40_S265_s03_T4,15.0,17.1333,18.2,untouch,Foreground,20.0
H2_C5_N40_S265_s03_T4,15.0,0.0,3.0667,,Background,20.0
H2_C5_N40_S265_s03_T4,15.0,4.1333,6.9333,,Background,20.0
H2_C5_N40_S265_s03_T4,15.0,8.0,11.8,,Background,20.0
H2_C5_N40_S265_s03_T4,15.0,12.8667,17.1333,,Background,20.0
H2_C5_N40_S265_s03_T4,15.0,18.2,20.0,,Background,20.0
H2_C5_N41_S265_s03_T4,15.0,3.0667,4.1333,touch,Foreground,20.0
H2_C5_N41_S265_s03_T4,15.0,6.6,7.6667,untouch,Foreground,20.0
H2_C5_N41_S265_s03_T4,15.0,11.5333,12.6,touch,Foreground,20.0
H2_C5_N41_S265_s03_T4,15.0,17.1333,18.2,untouch,Foreground,20.0
H2_C5_N41_S265_s03_T4,15.0,0.0,3.0667,,Background,20.0
H2_C5_N41_S265_s03_T4,15.0,4.1333,6.6,,Background,20.0
H2_C5_N41_S265_s03_T4,15.0,7.6667,11.5333,,Background,20.0
H2_C5_N41_S265_s03_T4,15.0,12.6,17.1333,,Background,20.0
H2_C5_N41_S265_s03_T4,15.0,18.2,20.0,,Background,20.0
H2_C5_N42_S265_s03_T4,15.0,3.0667,4.1333,touch,Foreground,20.0
H2_C5_N42_S265_s03_T4,15.0,6.6,7.6667,untouch,Foreground,20.0
H2_C5_N42_S265_s03_T4,15.0,11.5333,12.6,touch,Foreground,20.0
H2_C5_N42_S265_s03_T4,15.0,17.0667,18.1333,untouch,Foreground,20.0
H2_C5_N42_S265_s03_T4,15.0,0.0,3.0667,,Background,20.0
H2_C5_N42_S265_s03_T4,15.0,4.1333,6.6,,Background,20.0
H2_C5_N42_S265_s03_T4,15.0,7.6667,11.5333,,Background,20.0
H2_C5_N42_S265_s03_T4,15.0,12.6,17.0667,,Background,20.0
H2_C5_N42_S265_s03_T4,15.0,18.1333,20.0,,Background,20.0
H2_C5_N43_S265_s04_T4,15.0,3.2,4.2667,touch,Foreground,20.0
H2_C5_N43_S265_s04_T4,15.0,6.9333,8.0,untouch,Foreground,20.0
H2_C5_N43_S265_s04_T4,15.0,11.0,12.0667,touch,Foreground,20.0
H2_C5_N43_S265_s04_T4,15.0,15.6,16.6667,untouch,Foreground,20.0
H2_C5_N43_S265_s04_T4,15.0,0.0,3.2,,Background,20.0
H2_C5_N43_S265_s04_T4,15.0,4.2667,6.9333,,Background,20.0
H2_C5_N43_S265_s04_T4,15.0,8.0,11.0,,Background,20.0
H2_C5_N43_S265_s04_T4,15.0,12.0667,15.6,,Background,20.0
H2_C5_N43_S265_s04_T4,15.0,16.6667,20.0,,Background,20.0
H2_C5_N44_S265_s04_T4,15.0,3.2,4.2667,touch,Foreground,20.0
H2_C5_N44_S265_s04_T4,15.0,8.5333,9.6,untouch,Foreground,20.0
H2_C5_N44_S265_s04_T4,15.0,12.4,13.4667,touch,Foreground,20.0
H2_C5_N44_S265_s04_T4,15.0,17.4,18.4667,untouch,Foreground,20.0
H2_C5_N44_S265_s04_T4,15.0,0.0,3.2,,Background,20.0
H2_C5_N44_S265_s04_T4,15.0,4.2667,8.5333,,Background,20.0
H2_C5_N44_S265_s04_T4,15.0,9.6,12.4,,Background,20.0
H2_C5_N44_S265_s04_T4,15.0,13.4667,17.4,,Background,20.0
H2_C5_N44_S265_s04_T4,15.0,18.4667,20.0,,Background,20.0
H2_C5_N45_S265_s04_T4,15.0,3.1333,4.2,touch,Foreground,20.0
H2_C5_N45_S265_s04_T4,15.0,8.0,9.0667,untouch,Foreground,20.0
H2_C5_N45_S265_s04_T4,15.0,12.9333,14.0,touch,Foreground,20.0
H2_C5_N45_S265_s04_T4,15.0,17.8667,18.9333,untouch,Foreground,20.0
H2_C5_N45_S265_s04_T4,15.0,0.0,3.1333,,Background,20.0
H2_C5_N45_S265_s04_T4,15.0,4.2,8.0,,Background,20.0
H2_C5_N45_S265_s04_T4,15.0,9.0667,12.9333,,Background,20.0
H2_C5_N45_S265_s04_T4,15.0,14.0,17.8667,,Background,20.0
H2_C5_N45_S265_s04_T4,15.0,18.9333,20.0,,Background,20.0
H2_C5_N46_S265_s04_T4,15.0,3.4,4.4667,touch,Foreground,20.0
H2_C5_N46_S265_s04_T4,15.0,7.9333,9.0,untouch,Foreground,20.0
H2_C5_N46_S265_s04_T4,15.0,12.2667,13.3333,touch,Foreground,20.0
H2_C5_N46_S265_s04_T4,15.0,18.0,19.0667,untouch,Foreground,20.0
H2_C5_N46_S265_s04_T4,15.0,0.0,3.4,,Background,20.0
H2_C5_N46_S265_s04_T4,15.0,4.4667,7.9333,,Background,20.0
H2_C5_N46_S265_s04_T4,15.0,9.0,12.2667,,Background,20.0
H2_C5_N46_S265_s04_T4,15.0,13.3333,18.0,,Background,20.0
H2_C5_N46_S265_s04_T4,15.0,19.0667,20.0,,Background,20.0
H3_C5_N18_S58_s04_T4,15.0,1.2667,2.3333,touch,Foreground,20.0
H3_C5_N18_S58_s04_T4,15.0,6.7333,7.8,untouch,Foreground,20.0
H3_C5_N18_S58_s04_T4,15.0,8.7333,9.8,touch,Foreground,20.0
H3_C5_N18_S58_s04_T4,15.0,16.6667,17.7333,untouch,Foreground,20.0
H3_C5_N18_S58_s04_T4,15.0,0.0,1.2667,,Background,20.0
H3_C5_N18_S58_s04_T4,15.0,2.3333,6.7333,,Background,20.0
H3_C5_N18_S58_s04_T4,15.0,7.8,8.7333,,Background,20.0
H3_C5_N18_S58_s04_T4,15.0,9.8,16.6667,,Background,20.0
H3_C5_N18_S58_s04_T4,15.0,17.7333,20.0,,Background,20.0
H3_C5_N40_S60_s05_T4,15.0,1.5333,2.6,touch,Foreground,20.0
H3_C5_N40_S60_s05_T4,15.0,9.8667,10.9333,untouch,Foreground,20.0
H3_C5_N40_S60_s05_T4,15.0,11.3333,12.4,touch,Foreground,20.0
H3_C5_N40_S60_s05_T4,15.0,18.1333,19.2,untouch,Foreground,20.0
H3_C5_N40_S60_s05_T4,15.0,0.0,1.5333,,Background,20.0
H3_C5_N40_S60_s05_T4,15.0,2.6,9.8667,,Background,20.0
H3_C5_N40_S60_s05_T4,15.0,10.9333,11.3333,,Background,20.0
H3_C5_N40_S60_s05_T4,15.0,12.4,18.1333,,Background,20.0
H3_C5_N40_S60_s05_T4,15.0,19.2,20.0,,Background,20.0
H1_C2_N13_S212_s04_T2,15.0,3.0,4.0667,touch,Foreground,20.0
H1_C2_N13_S212_s04_T2,15.0,9.8,10.8667,untouch,Foreground,20.0
H1_C2_N13_S212_s04_T2,15.0,13.0,14.0667,touch,Foreground,20.0
H1_C2_N13_S212_s04_T2,15.0,16.2667,17.3333,untouch,Foreground,20.0
H1_C2_N13_S212_s04_T2,15.0,0.0,3.0,,Background,20.0
H1_C2_N13_S212_s04_T2,15.0,4.0667,9.8,,Background,20.0
H1_C2_N13_S212_s04_T2,15.0,10.8667,13.0,,Background,20.0
H1_C2_N13_S212_s04_T2,15.0,14.0667,16.2667,,Background,20.0
H1_C2_N13_S212_s04_T2,15.0,17.3333,20.0,,Background,20.0
H1_C2_N14_S212_s04_T2,15.0,2.8667,3.9333,touch,Foreground,20.0
H1_C2_N14_S212_s04_T2,15.0,10.0,11.0667,untouch,Foreground,20.0
H1_C2_N14_S212_s04_T2,15.0,13.3333,14.4,touch,Foreground,20.0
H1_C2_N14_S212_s04_T2,15.0,16.4667,17.5333,untouch,Foreground,20.0
H1_C2_N14_S212_s04_T2,15.0,0.0,2.8667,,Background,20.0
H1_C2_N14_S212_s04_T2,15.0,3.9333,10.0,,Background,20.0
H1_C2_N14_S212_s04_T2,15.0,11.0667,13.3333,,Background,20.0
H1_C2_N14_S212_s04_T2,15.0,14.4,16.4667,,Background,20.0
H1_C2_N14_S212_s04_T2,15.0,17.5333,20.0,,Background,20.0
H1_C2_N14_S93_s01_T2,15.0,1.4,2.4667,touch,Foreground,20.0
H1_C2_N14_S93_s01_T2,15.0,6.2,7.2667,untouch,Foreground,20.0
H1_C2_N14_S93_s01_T2,15.0,8.0,9.0667,touch,Foreground,20.0
H1_C2_N14_S93_s01_T2,15.0,17.2667,18.3333,untouch,Foreground,20.0
H1_C2_N14_S93_s01_T2,15.0,0.0,1.4,,Background,20.0
H1_C2_N14_S93_s01_T2,15.0,2.4667,6.2,,Background,20.0
H1_C2_N14_S93_s01_T2,15.0,7.2667,8.0,,Background,20.0
H1_C2_N14_S93_s01_T2,15.0,9.0667,17.2667,,Background,20.0
H1_C2_N14_S93_s01_T2,15.0,18.3333,20.0,,Background,20.0
H1_C2_N15_S212_s04_T2,15.0,3.0,4.0667,touch,Foreground,20.0
H1_C2_N15_S212_s04_T2,15.0,9.5333,10.6,untouch,Foreground,20.0
H1_C2_N15_S212_s04_T2,15.0,12.9333,14.0,touch,Foreground,20.0
H1_C2_N15_S212_s04_T2,15.0,16.2667,17.3333,untouch,Foreground,20.0
H1_C2_N15_S212_s04_T2,15.0,0.0,3.0,,Background,20.0
H1_C2_N15_S212_s04_T2,15.0,4.0667,9.5333,,Background,20.0
H1_C2_N15_S212_s04_T2,15.0,10.6,12.9333,,Background,20.0
H1_C2_N15_S212_s04_T2,15.0,14.0,16.2667,,Background,20.0
H1_C2_N15_S212_s04_T2,15.0,17.3333,20.0,,Background,20.0
H1_C2_N15_S93_s02_T2,15.0,1.8,2.8667,touch,Foreground,20.0
H1_C2_N15_S93_s02_T2,15.0,6.9333,8.0,untouch,Foreground,20.0
H1_C2_N15_S93_s02_T2,15.0,8.8667,9.9333,touch,Foreground,20.0
H1_C2_N15_S93_s02_T2,15.0,17.3333,18.4,untouch,Foreground,20.0
H1_C2_N15_S93_s02_T2,15.0,0.0,1.8,,Background,20.0
H1_C2_N15_S93_s02_T2,15.0,2.8667,6.9333,,Background,20.0
H1_C2_N15_S93_s02_T2,15.0,8.0,8.8667,,Background,20.0
H1_C2_N15_S93_s02_T2,15.0,9.9333,17.3333,,Background,20.0
H1_C2_N15_S93_s02_T2,15.0,18.4,20.0,,Background,20.0
H1_C2_N16_S212_s04_T2,15.0,2.6667,3.7333,touch,Foreground,20.0
H1_C2_N16_S212_s04_T2,15.0,9.2667,10.3333,untouch,Foreground,20.0
H1_C2_N16_S212_s04_T2,15.0,12.8667,13.9333,touch,Foreground,20.0
H1_C2_N16_S212_s04_T2,15.0,16.2667,17.3333,untouch,Foreground,20.0
H1_C2_N16_S212_s04_T2,15.0,0.0,2.6667,,Background,20.0
H1_C2_N16_S212_s04_T2,15.0,3.7333,9.2667,,Background,20.0
H1_C2_N16_S212_s04_T2,15.0,10.3333,12.8667,,Background,20.0
H1_C2_N16_S212_s04_T2,15.0,13.9333,16.2667,,Background,20.0
H1_C2_N16_S212_s04_T2,15.0,17.3333,20.0,,Background,20.0
H1_C2_N18_S93_s03_T2,15.0,1.6667,2.7333,touch,Foreground,20.0
H1_C2_N18_S93_s03_T2,15.0,8.4,9.4667,untouch,Foreground,20.0
H1_C2_N18_S93_s03_T2,15.0,9.9333,11.0,touch,Foreground,20.0
H1_C2_N18_S93_s03_T2,15.0,16.7333,17.8,untouch,Foreground,20.0
H1_C2_N18_S93_s03_T2,15.0,0.0,1.6667,,Background,20.0
H1_C2_N18_S93_s03_T2,15.0,2.7333,8.4,,Background,20.0
H1_C2_N18_S93_s03_T2,15.0,9.4667,9.9333,,Background,20.0
H1_C2_N18_S93_s03_T2,15.0,11.0,16.7333,,Background,20.0
H1_C2_N18_S93_s03_T2,15.0,17.8,20.0,,Background,20.0
H1_C2_N23_S27_s01_T2,15.0,1.6,2.6667,touch,Foreground,20.0
H1_C2_N23_S27_s01_T2,15.0,9.3333,10.4,untouch,Foreground,20.0
H1_C2_N23_S27_s01_T2,15.0,11.5333,12.6,touch,Foreground,20.0
H1_C2_N23_S27_s01_T2,15.0,16.6667,17.7333,untouch,Foreground,20.0
H1_C2_N23_S27_s01_T2,15.0,0.0,1.6,,Background,20.0
H1_C2_N23_S27_s01_T2,15.0,2.6667,9.3333,,Background,20.0
H1_C2_N23_S27_s01_T2,15.0,10.4,11.5333,,Background,20.0
H1_C2_N23_S27_s01_T2,15.0,12.6,16.6667,,Background,20.0
H1_C2_N23_S27_s01_T2,15.0,17.7333,20.0,,Background,20.0
H1_C2_N25_S27_s02_T2,15.0,1.8,2.8667,touch,Foreground,20.0
H1_C2_N25_S27_s02_T2,15.0,8.0667,9.1333,untouch,Foreground,20.0
H1_C2_N25_S27_s02_T2,15.0,9.6667,10.7333,touch,Foreground,20.0
H1_C2_N25_S27_s02_T2,15.0,17.6,18.6667,untouch,Foreground,20.0
H1_C2_N25_S27_s02_T2,15.0,0.0,1.8,,Background,20.0
H1_C2_N25_S27_s02_T2,15.0,2.8667,8.0667,,Background,20.0
H1_C2_N25_S27_s02_T2,15.0,9.1333,9.6667,,Background,20.0
H1_C2_N25_S27_s02_T2,15.0,10.7333,17.6,,Background,20.0
H1_C2_N25_S27_s02_T2,15.0,18.6667,20.0,,Background,20.0
H1_C2_N28_S92_s03_T2,15.0,1.5333,2.6,touch,Foreground,20.0
H1_C2_N28_S92_s03_T2,15.0,7.2,8.2667,untouch,Foreground,20.0
H1_C2_N28_S92_s03_T2,15.0,9.6,10.6667,touch,Foreground,20.0
H1_C2_N28_S92_s03_T2,15.0,16.8,17.8667,untouch,Foreground,20.0
H1_C2_N28_S92_s03_T2,15.0,0.0,1.5333,,Background,20.0
H1_C2_N28_S92_s03_T2,15.0,2.6,7.2,,Background,20.0
H1_C2_N28_S92_s03_T2,15.0,8.2667,9.6,,Background,20.0
H1_C2_N28_S92_s03_T2,15.0,10.6667,16.8,,Background,20.0
H1_C2_N28_S92_s03_T2,15.0,17.8667,20.0,,Background,20.0
H1_C2_N29_S92_s04_T2,15.0,1.6,2.6667,touch,Foreground,20.0
H1_C2_N29_S92_s04_T2,15.0,9.5333,10.6,untouch,Foreground,20.0
H1_C2_N29_S92_s04_T2,15.0,11.3333,12.4,touch,Foreground,20.0
H1_C2_N29_S92_s04_T2,15.0,18.0667,19.1333,untouch,Foreground,20.0
H1_C2_N29_S92_s04_T2,15.0,0.0,1.6,,Background,20.0
H1_C2_N29_S92_s04_T2,15.0,2.6667,9.5333,,Background,20.0
H1_C2_N29_S92_s04_T2,15.0,10.6,11.3333,,Background,20.0
H1_C2_N29_S92_s04_T2,15.0,12.4,18.0667,,Background,20.0
H1_C2_N29_S92_s04_T2,15.0,19.1333,20.0,,Background,20.0
H1_C2_N31_S92_s05_T2,15.0,1.8667,2.9333,touch,Foreground,20.0
H1_C2_N31_S92_s05_T2,15.0,10.2,11.2667,untouch,Foreground,20.0
H1_C2_N31_S92_s05_T2,15.0,12.0,13.0667,touch,Foreground,20.0
H1_C2_N31_S92_s05_T2,15.0,18.2667,19.3333,untouch,Foreground,20.0
H1_C2_N31_S92_s05_T2,15.0,0.0,1.8667,,Background,20.0
